27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.931 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
241729 hits
total efficiency: 0.2417(5)

Strip	CMtheta	hits	Eff	delEff
0	166.294	5410	0.00541	7.355270219373316E-5
1	163.447	6763	0.006763	8.223746105030237E-5
2	160.423	8420	0.00842	9.17605579756357E-5
3	157.29	9864	0.009864	9.931767214348109E-5
4	154.021	11634	0.011634	1.0786102168995063E-4
5	150.714	13483	0.013483	1.1611632098891181E-4
6	147.356	14829	0.014829	1.2177438154226035E-4
7	143.941	16254	0.016254	1.2749117616525467E-4
8	140.517	17592	0.017592	1.3263483705271403E-4
9	137.129	18846	0.018846	1.372807342637706E-4
10	133.779	19418	0.019418	1.3934848402476433E-4
11	130.513	19878	0.019878	1.4098936130077334E-4
12	127.338	20149	0.020149	1.4194717327231283E-4
13	124.257	20050	0.02005	1.4159802258506294E-4
14	121.32	19778	0.019778	1.4063427747174582E-4
15	118.531	19361	0.019361	1.3914381049834736E-4
