27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.724 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
237226 hits
total efficiency: 0.2372(5)

Strip	CMtheta	hits	Eff	delEff
0	166.502	5193	0.005193	7.206247289678587E-5
1	163.64	6715	0.006715	8.194510357550352E-5
2	160.635	8241	0.008241	9.077995373429092E-5
3	157.525	9635	0.009635	9.81580358401695E-5
4	154.326	11488	0.011488	1.0718208805579409E-4
5	151.034	12952	0.012952	1.1380685392365436E-4
6	147.714	14447	0.014447	1.2019567379901823E-4
7	144.33	15976	0.015976	1.263962024745997E-4
8	140.931	17104	0.017104	1.3078226179417452E-4
9	137.583	18245	0.018245	1.3507405376311175E-4
10	134.283	19025	0.019025	1.3793114224133722E-4
11	131.014	19586	0.019586	1.3994999106823838E-4
12	127.848	19725	0.019725	1.4044571905188138E-4
13	124.806	19654	0.019654	1.4019272449025306E-4
14	121.892	19788	0.019788	1.4066982618884548E-4
15	119.095	19452	0.019452	1.3947042697288914E-4
