27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.3758 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
224581 hits
total efficiency: 0.2246(5)

Strip	CMtheta	hits	Eff	delEff
0	166.987	4836	0.004836	6.954135460285484E-5
1	164.252	6036	0.006036	7.769169839822013E-5
2	161.339	7641	0.007641	8.74128137060008E-5
3	158.341	9045	0.009045	9.510520490488415E-5
4	155.262	10441	0.010441	1.0218121158021176E-4
5	152.058	12327	0.012327	1.1102702373746672E-4
6	148.813	13748	0.013748	1.1725186565679883E-4
7	145.544	14831	0.014831	1.217825931732446E-4
8	142.252	16459	0.016459	1.282926342390708E-4
9	138.967	17033	0.017033	1.3051053597315428E-4
10	135.721	17934	0.017934	1.3391788528796294E-4
11	132.544	18660	0.01866	1.3660161053223347E-4
12	129.458	18775	0.018775	1.370218960604472E-4
13	126.471	19004	0.019004	1.3785499628232557E-4
14	123.577	19106	0.019106	1.3822445514452208E-4
15	120.822	18705	0.018705	1.367662239004938E-4
