27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.557 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
232950 hits
total efficiency: 0.2329(5)

Strip	CMtheta	hits	Eff	delEff
0	166.678	5075	0.005075	7.123903424387504E-5
1	163.877	6451	0.006451	8.031811750782012E-5
2	160.911	8068	0.008068	8.982204629154248E-5
3	157.852	9631	0.009631	9.813765841918178E-5
4	154.674	11156	0.011156	1.0562196741208715E-4
5	151.444	12653	0.012653	1.1248555462813882E-4
6	148.146	14349	0.014349	1.1978731151503485E-4
7	144.787	15573	0.015573	1.2479182665543444E-4
8	141.418	16821	0.016821	1.2969579792730372E-4
9	138.108	17645	0.017645	1.3283448347473634E-4
10	134.807	18598	0.018598	1.3637448441699055E-4
11	131.585	19373	0.019373	1.3918692467326089E-4
12	128.455	19360	0.01936	1.391402170474087E-4
13	125.432	19852	0.019852	1.4089712559168832E-4
14	122.502	19298	0.019298	1.3891724155050013E-4
15	119.724	19047	0.019047	1.3801086913718064E-4
