27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.299 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
221030 hits
total efficiency: 0.2210(5)

Strip	CMtheta	hits	Eff	delEff
0	167.129	4706	0.004706	6.860029154456998E-5
1	164.467	6086	0.006086	7.801281945936835E-5
2	161.626	7286	0.007286	8.53580693314932E-5
3	158.651	8940	0.00894	9.455157322858252E-5
4	155.59	10441	0.010441	1.0218121158021176E-4
5	152.447	11779	0.011779	1.0853110153315499E-4
6	149.249	13466	0.013466	1.1604309544302927E-4
7	145.998	14686	0.014686	1.2118580774991764E-4
8	142.736	15930	0.01593	1.2621410380777578E-4
9	139.488	16728	0.016728	1.2933676971379793E-4
10	136.291	17736	0.017736	1.3317657451669194E-4
11	133.13	18505	0.018505	1.36033084211158E-4
12	130.046	18760	0.01876	1.3696714934611145E-4
13	127.093	18803	0.018803	1.3712403144598687E-4
14	124.239	18543	0.018543	1.3617268448554577E-4
15	121.498	18635	0.018635	1.3651007288841363E-4
