27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.523 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
231423 hits
total efficiency: 0.2314(5)

Strip	CMtheta	hits	Eff	delEff
0	166.735	4970	0.00497	7.049822692805827E-5
1	163.935	6415	0.006415	8.009369513263824E-5
2	160.987	7774	0.007774	8.817028978062848E-5
3	157.946	9417	0.009417	9.704122835166505E-5
4	154.772	11244	0.011244	1.060377291344925E-4
5	151.531	12517	0.012517	1.1187939935484102E-4
6	148.212	14189	0.014189	1.1911758896149637E-4
7	144.886	15505	0.015505	1.2451907484397723E-4
8	141.576	16654	0.016654	1.2905037776000505E-4
9	138.24	17939	0.017939	1.3393655214316965E-4
10	134.945	18478	0.018478	1.3593380742111212E-4
11	131.734	19095	0.019095	1.3818465906170627E-4
12	128.604	19435	0.019435	1.3940946883192693E-4
13	125.583	19319	0.019319	1.389928055692092E-4
14	122.687	19421	0.019421	1.3935924798878617E-4
15	119.887	19051	0.019051	1.3802535998866296E-4
