27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.156 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
207547 hits
total efficiency: 0.2075(5)

Strip	CMtheta	hits	Eff	delEff
0	167.678	4176	0.004176	6.462197768561404E-5
1	165.131	5565	0.005565	7.459892760623304E-5
2	162.424	6694	0.006694	8.181686867633104E-5
3	159.523	8175	0.008175	9.041570660012561E-5
4	156.625	9701	0.009701	9.849365461794989E-5
5	153.601	10955	0.010955	1.0466613587975817E-4
6	150.496	12530	0.01253	1.1193748255164576E-4
7	147.36	13701	0.013701	1.1705127081753534E-4
8	144.201	14851	0.014851	1.2186467905016614E-4
9	141.06	15814	0.015814	1.2575372757894695E-4
10	137.927	16586	0.016586	1.287866452703851E-4
11	134.869	17780	0.01778	1.3334166640626628E-4
12	131.864	17712	0.017712	1.33086438076913E-4
13	128.94	17795	0.017795	1.333979010329623E-4
14	126.143	17853	0.017853	1.3361511890501015E-4
15	123.443	17659	0.017659	1.3288717018583847E-4
