27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.327 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
222797 hits
total efficiency: 0.2228(5)

Strip	CMtheta	hits	Eff	delEff
0	167.087	4720	0.00472	6.870225614927067E-5
1	164.371	6148	0.006148	7.840918313565063E-5
2	161.537	7424	0.007424	8.616263691415205E-5
3	158.54	9131	0.009131	9.555626614722866E-5
4	155.461	10384	0.010384	1.0190191362285597E-4
5	152.303	11912	0.011912	1.0914210919713803E-4
6	149.071	13452	0.013452	1.1598275733918384E-4
7	145.814	14931	0.014931	1.221924711264978E-4
8	142.546	16157	0.016157	1.2711018841933953E-4
9	139.282	16853	0.016853	1.2981910491141125E-4
10	136.066	17844	0.017844	1.3358143583597237E-4
11	132.907	18500	0.0185	1.3601470508735442E-4
12	129.817	18776	0.018776	1.3702554506368512E-4
13	126.837	19087	0.019087	1.381557092558972E-4
14	123.949	18907	0.018907	1.375027272456805E-4
15	121.227	18571	0.018571	1.3627545633752248E-4
