27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.287 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
220832 hits
total efficiency: 0.2208(5)

Strip	CMtheta	hits	Eff	delEff
0	167.197	4792	0.004792	6.922427319950713E-5
1	164.47	6058	0.006058	7.783315488916018E-5
2	161.645	7408	0.007408	8.606973916540005E-5
3	158.71	8639	0.008639	9.294622100978609E-5
4	155.664	10452	0.010452	1.0223502335305647E-4
5	152.532	11888	0.011888	1.0903210536351209E-4
6	149.341	13298	0.013298	1.1531695452100703E-4
7	146.092	14791	0.014791	1.2161825520866511E-4
8	142.839	15891	0.015891	1.2605950975630518E-4
9	139.604	17046	0.017046	1.3056033088193364E-4
10	136.376	17729	0.017729	1.3315029102484155E-4
11	133.239	18347	0.018347	1.3545109818676257E-4
12	130.178	18826	0.018826	1.3720787149431335E-4
13	127.207	18843	0.018843	1.3726980731391738E-4
14	124.34	18473	0.018473	1.359154148726332E-4
15	121.613	18351	0.018351	1.3546586285850766E-4
