27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.776 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
237960 hits
total efficiency: 0.2380(5)

Strip	CMtheta	hits	Eff	delEff
0	166.458	5278	0.005278	7.264984514780469E-5
1	163.605	6480	0.00648	8.049844718999243E-5
2	160.569	8291	0.008291	9.105492847726584E-5
3	157.467	9807	0.009807	9.903029839397638E-5
4	154.264	11423	0.011423	1.0687843561729373E-4
5	150.957	13051	0.013051	1.1424097338520887E-4
6	147.602	14544	0.014544	1.2059850745345068E-4
7	144.217	16070	0.01607	1.267675037223657E-4
8	140.819	17435	0.017435	1.3204166009256322E-4
9	137.449	18044	0.018044	1.3432795688165586E-4
10	134.117	19064	0.019064	1.3807244475274563E-4
11	130.876	19674	0.019674	1.4026403673073152E-4
12	127.714	19736	0.019736	1.4048487463068756E-4
13	124.659	20064	0.020064	1.416474496770062E-4
14	121.732	19778	0.019778	1.4063427747174582E-4
15	118.919	19221	0.019221	1.3863982111933062E-4
