27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.2081 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
213229 hits
total efficiency: 0.2132(5)

Strip	CMtheta	hits	Eff	delEff
0	167.471	4511	0.004511	6.716397844082793E-5
1	164.773	5678	0.005678	7.535250493513803E-5
2	162.039	7157	0.007157	8.459905436823747E-5
3	159.162	8466	0.008466	9.201086892318755E-5
4	156.167	9956	0.009956	9.977975746613137E-5
5	153.074	11346	0.011346	1.0651760417883985E-4
6	149.939	12825	0.012825	1.1324751652906124E-4
7	146.777	14026	0.014026	1.1843141475132347E-4
8	143.564	15147	0.015147	1.2307314898059608E-4
9	140.359	16550	0.01655	1.2864680330268606E-4
10	137.206	17171	0.017171	1.3103816238027761E-4
11	134.11	17850	0.01785	1.3360389215887386E-4
12	131.062	18017	0.018017	1.3422741895752896E-4
13	128.125	18373	0.018373	1.355470398053753E-4
14	125.298	18158	0.018158	1.3475162336684484E-4
15	122.572	17998	0.017998	1.3415662488300753E-4
