27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.356 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
225108 hits
total efficiency: 0.2251(5)

Strip	CMtheta	hits	Eff	delEff
0	167.057	4900	0.0049	7.0E-5
1	164.302	6171	0.006171	7.855571271397135E-5
2	161.418	7575	0.007575	8.703447592764606E-5
3	158.441	9054	0.009054	9.515250916292223E-5
4	155.318	10592	0.010592	1.0291744264214885E-4
5	152.168	12171	0.012171	1.1032225523438143E-4
6	148.908	13632	0.013632	1.167561561546114E-4
7	145.651	15221	0.015221	1.2337341690980274E-4
8	142.362	16066	0.016066	1.267517258265149E-4
9	139.087	17420	0.01742	1.3198484761517133E-4
10	135.857	18127	0.018127	1.3463654778699577E-4
11	132.676	18615	0.018615	1.3643679855522851E-4
12	129.579	18840	0.01884	1.3725887949418792E-4
13	126.617	19207	0.019207	1.3858932137794744E-4
14	123.725	18905	0.018905	1.374954544703206E-4
15	120.959	18612	0.018612	1.3642580401082487E-4
