27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.486 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
229904 hits
total efficiency: 0.2299(5)

Strip	CMtheta	hits	Eff	delEff
0	166.765	4941	0.004941	7.029224708315989E-5
1	163.966	6355	0.006355	7.971825386948713E-5
2	161.074	7823	0.007823	8.844772467395642E-5
3	158.019	9366	0.009366	9.677809669548166E-5
4	154.885	10786	0.010786	1.0385566907973777E-4
5	151.65	12423	0.012423	1.1145851246091524E-4
6	148.364	13960	0.01396	1.1815244390193544E-4
7	145.047	15349	0.015349	1.2389108119634763E-4
8	141.718	16664	0.016664	1.2908911650483942E-4
9	138.381	17794	0.017794	1.3339415279539055E-4
10	135.113	18388	0.018388	1.3560235986147143E-4
11	131.903	18834	0.018834	1.3723702124426922E-4
12	128.786	19349	0.019349	1.391006829602213E-4
13	125.77	19888	0.019888	1.4102482051043356E-4
14	122.879	19340	0.01934	1.3906832852953973E-4
15	120.11	18644	0.018644	1.3654303350958628E-4
