27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.1673 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
208975 hits
total efficiency: 0.2090(5)

Strip	CMtheta	hits	Eff	delEff
0	167.66	4399	0.004399	6.632495759516172E-5
1	165.016	5468	0.005468	7.39459261893446E-5
2	162.294	6910	0.00691	8.312640976248163E-5
3	159.462	8173	0.008173	9.040464589831653E-5
4	156.516	9719	0.009719	9.858498871532117E-5
5	153.475	10883	0.010883	1.0432161808561061E-4
6	150.339	12360	0.01236	1.1117553687749837E-4
7	147.224	13749	0.013749	1.1725612990372828E-4
8	144.047	14999	0.014999	1.224704045882106E-4
9	140.888	16016	0.016016	1.26554336156451E-4
10	137.759	16810	0.01681	1.2965338406690355E-4
11	134.665	17493	0.017493	1.3226110539383827E-4
12	131.673	17953	0.017953	1.3398880550254935E-4
13	128.761	17886	0.017886	1.337385509118444E-4
14	125.922	18115	0.018115	1.3459197598668355E-4
15	123.232	18042	0.018042	1.34320512208672E-4
