27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.586 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
233319 hits
total efficiency: 0.2333(5)

Strip	CMtheta	hits	Eff	delEff
0	166.632	5180	0.00518	7.197221686178632E-5
1	163.812	6429	0.006429	8.018104514160439E-5
2	160.861	8077	0.008077	8.987213138676527E-5
3	157.776	9575	0.009575	9.785192895390463E-5
4	154.602	11123	0.011123	1.0546563421323555E-4
5	151.366	12697	0.012697	1.1268096556206819E-4
6	148.042	14285	0.014285	1.195198728245642E-4
7	144.683	15566	0.015566	1.247637767943885E-4
8	141.336	16892	0.016892	1.2996922712703958E-4
9	137.993	17999	0.017999	1.341603518182626E-4
10	134.7	18688	0.018688	1.367040599250805E-4
11	131.469	19384	0.019384	1.392264342716569E-4
12	128.338	19616	0.019616	1.4005713120009277E-4
13	125.296	19540	0.01954	1.3978555004005242E-4
14	122.398	19437	0.019437	1.394166417613048E-4
15	119.615	18831	0.018831	1.3722609081366416E-4
