27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.224 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
215424 hits
total efficiency: 0.2154(5)

Strip	CMtheta	hits	Eff	delEff
0	167.434	4529	0.004529	6.729784543356496E-5
1	164.726	5972	0.005972	7.727871634544663E-5
2	161.956	7230	0.00723	8.502940667792525E-5
3	159.058	8643	0.008643	9.296773633901172E-5
4	156.039	10070	0.01007	1.0034938963441681E-4
5	152.968	11482	0.011482	1.0715409464878138E-4
6	149.793	12856	0.012856	1.1338430226446693E-4
7	146.614	14336	0.014336	1.1973303637676613E-4
8	143.387	15391	0.015391	1.2406046912695438E-4
9	140.182	16229	0.016229	1.2739309243440164E-4
10	137.007	17341	0.017341	1.3168523075880606E-4
11	133.911	17915	0.017915	1.3384692749555366E-4
12	130.847	18245	0.018245	1.3507405376311175E-4
13	127.92	18609	0.018609	1.3641480858030038E-4
14	125.083	18317	0.018317	1.3534031180694096E-4
15	122.359	18259	0.018259	1.3512586724976087E-4
