27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 9.026 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
241812 hits
total efficiency: 0.2418(5)

Strip	CMtheta	hits	Eff	delEff
0	166.265	5478	0.005478	7.401351227985333E-5
1	163.372	6819	0.006819	8.257723657279893E-5
2	160.328	8482	0.008482	9.209777413162601E-5
3	157.182	9966	0.009966	9.982985525382675E-5
4	153.931	11701	0.011701	1.0817116066678771E-4
5	150.608	13287	0.013287	1.1526925001924841E-4
6	147.211	14883	0.014883	1.219959015705036E-4
7	143.783	16389	0.016389	1.280195297601112E-4
8	140.366	17507	0.017507	1.3231402042111786E-4
9	136.97	18390	0.01839	1.3560973416388663E-4
10	133.607	19301	0.019301	1.389280389266328E-4
11	130.325	19898	0.019898	1.4106027080648895E-4
12	127.15	20159	0.020159	1.4198239327465925E-4
13	124.093	20093	0.020093	1.4174977954127475E-4
14	121.135	20091	0.020091	1.41742724681022E-4
15	118.318	19368	0.019368	1.3916896205691843E-4
