27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.1393 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
206807 hits
total efficiency: 0.2068(5)

Strip	CMtheta	hits	Eff	delEff
0	167.806	4349	0.004349	6.594694837519018E-5
1	165.264	5459	0.005459	7.38850458482635E-5
2	162.541	6729	0.006729	8.203048213926333E-5
3	159.727	8127	0.008127	9.014987520790033E-5
4	156.807	9347	0.009347	9.66798841538404E-5
5	153.795	11019	0.011019	1.0497142468310126E-4
6	150.717	12338	0.012338	1.1107655018049489E-4
7	147.583	13746	0.013746	1.172433366976563E-4
8	144.458	14876	0.014876	1.219672087079146E-4
9	141.301	15752	0.015752	1.2550697191789786E-4
10	138.202	16797	0.016797	1.2960324070022323E-4
11	135.149	17278	0.017278	1.3144580632336658E-4
12	132.157	17604	0.017604	1.3268006632497588E-4
13	129.248	17754	0.017754	1.3324413683160697E-4
14	126.479	17885	0.017885	1.3373481222179963E-4
15	123.777	17747	0.017747	1.3321786666960252E-4
