19F(1H,4He)16O(4He)12C
Ex(residual 16O) = 9.844 MeV
Ex(final 12C) = 0.0 MeV
Theta(projectile 4He) = 15.0 degrees
Target Thickness = 120.0 ug/cm^2
l = 2 decay
1000000 simulated events
272411 hits
total efficiency: 0.2724(5)

Strip	CMtheta	hits	Eff	delEff
0	162.753	31381	0.031381	1.7714683175264523E-4
1	159.507	34602	0.034602	1.8601612833300235E-4
2	156.054	34611	0.034611	1.8604031821086527E-4
3	152.493	32448	0.032448	1.8013328398716323E-4
4	148.785	28404	0.028404	1.685348628622577E-4
5	145.089	22029	0.022029	1.4842169652715874E-4
6	141.446	14909	0.014909	1.221024160285127E-4
7	137.869	8553	0.008553	9.24824307639024E-5
8	134.458	3753	0.003753	6.126173356998641E-5
9	128.987	1355	0.001355	3.681032463861193E-5
10	119.081	1504	0.001504	3.878143885933064E-5
11	116.022	3774	0.003774	6.143289021363068E-5
12	113.372	7497	0.007497	8.658521813797087E-5
13	110.458	11834	0.011834	1.0878419002777931E-4
14	107.396	16246	0.016246	1.274597975833949E-4
15	104.395	19511	0.019511	1.3968178120284694E-4
