27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.07 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
218910 hits
total efficiency: 0.2189(5)

Strip	CMtheta	hits	Eff	delEff
0	167.249	4625	0.004625	6.800735254367721E-5
1	164.501	5884	0.005884	7.670723564306043E-5
2	161.718	7314	0.007314	8.55219270129012E-5
3	158.77	8804	0.008804	9.382963284591921E-5
4	155.751	10245	0.010245	1.0121758740456127E-4
5	152.607	11538	0.011538	1.0741508273980894E-4
6	149.391	13187	0.013187	1.1483466375620212E-4
7	146.189	14387	0.014387	1.199458211026962E-4
8	142.943	15852	0.015852	1.2590472588429715E-4
9	139.702	16765	0.016765	1.294797281430572E-4
10	136.494	17616	0.017616	1.3272528018429646E-4
11	133.35	18390	0.01839	1.3560973416388663E-4
12	130.305	18419	0.018419	1.3571661652133832E-4
13	127.331	18611	0.018611	1.3642213896578517E-4
14	124.467	18816	0.018816	1.3717142559585799E-4
15	121.75	18457	0.018457	1.3585654198455075E-4
