27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.669 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
240681 hits
total efficiency: 0.2407(5)

Strip	CMtheta	hits	Eff	delEff
0	166.367	5326	0.005326	7.297944916207576E-5
1	163.476	6676	0.006676	8.170679286326198E-5
2	160.467	8321	0.008321	9.121951545584968E-5
3	157.295	10021	0.010021	1.001049449328054E-4
4	154.089	11607	0.011607	1.077357879258327E-4
5	150.763	13304	0.013304	1.1534296684236972E-4
6	147.38	14645	0.014645	1.2101652779682616E-4
7	143.978	16258	0.016258	1.275068625604128E-4
8	140.562	17427	0.017427	1.320113631472685E-4
9	137.171	18561	0.018561	1.3623876100434855E-4
10	133.834	19389	0.019389	1.3924438947404667E-4
11	130.576	19952	0.019952	1.412515486640766E-4
12	127.381	19910	0.01991	1.411027994052563E-4
13	124.334	19840	0.01984	1.4085453489327208E-4
14	121.389	19891	0.019891	1.4103545653487283E-4
15	118.584	19553	0.019553	1.3983204210766574E-4
