27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.156 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
225017 hits
total efficiency: 0.2250(5)

Strip	CMtheta	hits	Eff	delEff
0	167.007	4845	0.004845	6.960603422117941E-5
1	164.228	6380	0.00638	7.987490219086344E-5
2	161.388	7630	0.00763	8.734987120768983E-5
3	158.396	9147	0.009147	9.563994981178106E-5
4	155.29	10738	0.010738	1.0362432146943111E-4
5	152.135	11920	0.01192	1.0917875251164945E-4
6	148.874	13851	0.013851	1.1769027147559818E-4
7	145.592	14865	0.014865	1.2192210628101862E-4
8	142.309	16117	0.016117	1.269527471148222E-4
9	139.027	16988	0.016988	1.3033802208104893E-4
10	135.79	18170	0.01817	1.347961423780369E-4
11	132.615	18498	0.018498	1.360073527424161E-4
12	129.525	19012	0.019012	1.3788400922514545E-4
13	126.547	19292	0.019292	1.3889564428015732E-4
14	123.653	18764	0.018764	1.3698175060934212E-4
15	120.913	18800	0.0188	1.3711309200802087E-4
