27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.356 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
233904 hits
total efficiency: 0.2339(5)

Strip	CMtheta	hits	Eff	delEff
0	166.675	5191	0.005191	7.204859471218019E-5
1	163.842	6502	0.006502	8.063498000247784E-5
2	160.881	7977	0.007977	8.931405264570632E-5
3	157.833	9467	0.009467	9.729850975220535E-5
4	154.639	11191	0.011191	1.0578752289377042E-4
5	151.395	12727	0.012727	1.1281400622263178E-4
6	148.061	14410	0.01441	1.2004165943538103E-4
7	144.737	15767	0.015767	1.2556671533491668E-4
8	141.363	16882	0.016882	1.2993075078671714E-4
9	138.04	18190	0.01819	1.3487030807409018E-4
10	134.739	18724	0.018724	1.368356678647786E-4
11	131.518	19147	0.019147	1.383726851658231E-4
12	128.375	19633	0.019633	1.4011780757633915E-4
13	125.361	19601	0.019601	1.4000357138301865E-4
14	122.444	19345	0.019345	1.3908630414242806E-4
15	119.662	19150	0.01915	1.3838352503098048E-4
