27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.1673 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
225811 hits
total efficiency: 0.2258(5)

Strip	CMtheta	hits	Eff	delEff
0	166.967	4917	0.004917	7.012132343303284E-5
1	164.211	6254	0.006254	7.908223567907019E-5
2	161.342	7643	0.007643	8.742425292789181E-5
3	158.331	8919	0.008919	9.444045743218317E-5
4	155.257	10784	0.010784	1.0384603988597736E-4
5	152.062	12282	0.012282	1.1082418508610834E-4
6	148.824	13620	0.01362	1.1670475568716127E-4
7	145.548	15180	0.01518	1.2320714265009152E-4
8	142.244	16338	0.016338	1.278201861992072E-4
9	138.975	17330	0.01733	1.3164345787011216E-4
10	135.712	18211	0.018211	1.3494813818649E-4
11	132.536	18728	0.018728	1.3685028315644802E-4
12	129.456	19202	0.019202	1.3857128129594532E-4
13	126.456	19000	0.019	1.3784048752090222E-4
14	123.557	19040	0.01904	1.3798550648528272E-4
15	120.808	18363	0.018363	1.355101472215273E-4
