27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.523 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
237757 hits
total efficiency: 0.2378(5)

Strip	CMtheta	hits	Eff	delEff
0	166.449	5383	0.005383	7.336893075410055E-5
1	163.61	6698	0.006698	8.18413098624405E-5
2	160.637	8110	0.00811	9.005553841935541E-5
3	157.492	9840	0.00984	9.919677414109796E-5
4	154.298	11365	0.011365	1.0660675400742676E-4
5	150.998	13088	0.013088	1.1440279716860072E-4
6	147.662	14381	0.014381	1.199208072020865E-4
7	144.277	16047	0.016047	1.2667675398430448E-4
8	140.893	17334	0.017334	1.3165864954495015E-4
9	137.522	18294	0.018294	1.352553141285029E-4
10	134.174	19039	0.019039	1.379818828687303E-4
11	130.945	19709	0.019709	1.4038874598770374E-4
12	127.783	19813	0.019813	1.4075865870347016E-4
13	124.738	19780	0.01978	1.406413879339933E-4
14	121.783	19722	0.019722	1.4043503836293846E-4
15	119.008	19154	0.019154	1.383979768638256E-4
