27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.776 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
241957 hits
total efficiency: 0.2420(5)

Strip	CMtheta	hits	Eff	delEff
0	166.277	5453	0.005453	7.384443106964804E-5
1	163.389	6787	0.006787	8.238325072488946E-5
2	160.351	8459	0.008459	9.197282207261013E-5
3	157.195	9987	0.009987	9.993497886125758E-5
4	153.943	11926	0.011926	1.0920622692868754E-4
5	150.632	13402	0.013402	1.1576700738984316E-4
6	147.213	14748	0.014748	1.2144134386608213E-4
7	143.803	16263	0.016263	1.275264678409937E-4
8	140.379	17555	0.017555	1.32495282934903E-4
9	136.983	18476	0.018476	1.3592645070036958E-4
10	133.626	19318	0.019318	1.3898920821416318E-4
11	130.348	19934	0.019934	1.411878181713989E-4
12	127.17	20286	0.020286	1.4242892964563063E-4
13	124.085	20014	0.020014	1.4147084505296487E-4
14	121.151	19864	0.019864	1.4093970341958294E-4
15	118.329	19485	0.019485	1.3958868148958208E-4
