27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.864 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
242851 hits
total efficiency: 0.2429(5)

Strip	CMtheta	hits	Eff	delEff
0	166.221	5513	0.005513	7.424957912338628E-5
1	163.321	6856	0.006856	8.28009661779378E-5
2	160.268	8540	0.00854	9.241212041718337E-5
3	157.111	10033	0.010033	1.0016486409914407E-4
4	153.849	11760	0.01176	1.0844353369380767E-4
5	150.517	13361	0.013361	1.1558979193683152E-4
6	147.113	14968	0.014968	1.2234377793741698E-4
7	143.674	16454	0.016454	1.282731460594929E-4
8	140.252	17614	0.017614	1.3271774561075093E-4
9	136.846	18463	0.018463	1.3587862230682204E-4
10	133.478	19372	0.019372	1.3918333233544885E-4
11	130.19	20002	0.020002	1.4142842712835352E-4
12	127.006	20238	0.020238	1.422603247571156E-4
13	123.939	20200	0.0202	1.4212670403551894E-4
14	120.976	20068	0.020068	1.4166156853571827E-4
15	118.164	19409	0.019409	1.3931618714277248E-4
