27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.931 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
243996 hits
total efficiency: 0.2440(5)

Strip	CMtheta	hits	Eff	delEff
0	166.183	5542	0.005542	7.4444610281739E-5
1	163.282	6926	0.006926	8.322259308625273E-5
2	160.241	8764	0.008764	9.36162379077476E-5
3	157.078	9942	0.009942	9.970957827611147E-5
4	153.791	11952	0.011952	1.0932520294973159E-4
5	150.435	13474	0.013474	1.160775602776006E-4
6	147.053	14980	0.01498	1.2239281024635393E-4
7	143.602	16367	0.016367	1.2793357651531517E-4
8	140.169	17853	0.017853	1.3361511890501015E-4
9	136.738	18533	0.018533	1.3613596145030894E-4
10	133.373	19557	0.019557	1.3984634424967998E-4
11	130.083	19983	0.019983	1.413612393833614E-4
12	126.894	20240	0.02024	1.422673539502299E-4
13	123.83	20115	0.020115	1.4182735984287376E-4
14	120.867	20373	0.020373	1.4273401836983361E-4
15	118.039	19395	0.019395	1.3926593266122195E-4
