27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.557 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
238472 hits
total efficiency: 0.2385(5)

Strip	CMtheta	hits	Eff	delEff
0	166.45	5230	0.00523	7.231873892705818E-5
1	163.577	6758	0.006758	8.220705565825845E-5
2	160.56	8293	0.008293	9.10659101969557E-5
3	157.439	9713	0.009713	9.855455342093535E-5
4	154.238	11541	0.011541	1.0742904635153381E-4
5	150.923	13077	0.013077	1.143547113152755E-4
6	147.588	14528	0.014528	1.2053215338655491E-4
7	144.199	16076	0.016076	1.267911668847637E-4
8	140.786	17241	0.017241	1.3130498848101698E-4
9	137.43	18334	0.018334	1.3540310188470573E-4
10	134.12	19083	0.019083	1.3814123207789915E-4
11	130.845	19679	0.019679	1.4028185912654564E-4
12	127.68	19786	0.019786	1.406627171641441E-4
13	124.621	19770	0.01977	1.406058320269824E-4
14	121.708	19818	0.019818	1.4077641847980082E-4
15	118.903	19545	0.019545	1.3980343343423295E-4
