27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.9666 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
210168 hits
total efficiency: 0.2102(5)

Strip	CMtheta	hits	Eff	delEff
0	167.673	4452	0.004452	6.672330927044911E-5
1	165.079	5582	0.005582	7.47127833774114E-5
2	162.331	6837	0.006837	8.268615361715647E-5
3	159.485	8269	0.008269	9.093404203047393E-5
4	156.521	9547	0.009547	9.770875088752286E-5
5	153.492	11211	0.011211	1.0588200980336556E-4
6	150.385	12591	0.012591	1.1220962525559027E-4
7	147.21	14065	0.014065	1.1859595271340418E-4
8	144.062	15053	0.015053	1.226906679417795E-4
9	140.884	16048	0.016048	1.2668070097690494E-4
10	137.768	17106	0.017106	1.3078990786754153E-4
11	134.677	17547	0.017547	1.3246508974065584E-4
12	131.668	17851	0.017851	1.336076345124035E-4
13	128.744	18014	0.018014	1.3421624342828254E-4
14	125.956	18152	0.018152	1.347293583447943E-4
15	123.23	17843	0.017843	1.3357769274845255E-4
