27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.45 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
236022 hits
total efficiency: 0.2360(5)

Strip	CMtheta	hits	Eff	delEff
0	166.536	5155	0.005155	7.179832867135557E-5
1	163.713	6552	0.006552	8.094442537939225E-5
2	160.723	8252	0.008252	9.084051959340612E-5
3	157.634	9781	0.009781	9.889893831583835E-5
4	154.416	11370	0.01137	1.0663020210053059E-4
5	151.158	12859	0.012859	1.1339753083731586E-4
6	147.836	14576	0.014576	1.2073110618229257E-4
7	144.453	15762	0.015762	1.2554680402144852E-4
8	141.068	17075	0.017075	1.306713434537198E-4
9	137.726	17899	0.017899	1.3378714437493612E-4
10	134.41	18791	0.018791	1.3708026845611298E-4
11	131.174	19617	0.019617	1.4006070112633308E-4
12	128.011	19736	0.019736	1.4048487463068756E-4
13	124.978	19876	0.019876	1.4098226838861686E-4
14	122.041	19527	0.019527	1.3973904250423358E-4
15	119.256	19194	0.019194	1.3854241227869536E-4
