27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 9.026 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
245790 hits
total efficiency: 0.2458(5)

Strip	CMtheta	hits	Eff	delEff
0	166.153	5527	0.005527	7.434379597518544E-5
1	163.213	6957	0.006957	8.340863264674707E-5
2	160.178	8667	0.008667	9.30967238950974E-5
3	157.01	10188	0.010188	1.0093562304756433E-4
4	153.728	11863	0.011863	1.0891739989551715E-4
5	150.355	13534	0.013534	1.1633572108342304E-4
6	146.941	15153	0.015153	1.2309752231462663E-4
7	143.509	16512	0.016512	1.2849902723367207E-4
8	140.048	18098	0.018098	1.3452880732393342E-4
9	136.612	18995	0.018995	1.3782234942127494E-4
10	133.247	19642	0.019642	1.4014991972883894E-4
11	129.963	20216	0.020216	1.4218298069740976E-4
12	126.76	20327	0.020327	1.4257278842752568E-4
13	123.672	20303	0.020303	1.4248859603491082E-4
14	120.716	20089	0.020089	1.4173566946961517E-4
15	117.888	19719	0.019719	1.404243568616214E-4
