27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.1393 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
223434 hits
total efficiency: 0.2234(5)

Strip	CMtheta	hits	Eff	delEff
0	167.067	4763	0.004763	6.901449123191448E-5
1	164.264	6182	0.006182	7.862569554541314E-5
2	161.431	7627	0.007627	8.733269719870102E-5
3	158.458	8931	0.008931	9.450396817065408E-5
4	155.374	10560	0.01056	1.0276186062932104E-4
5	152.189	12029	0.012029	1.0967679791095288E-4
6	148.973	13565	0.013565	1.1646887996370532E-4
7	145.705	14732	0.014732	1.2137545056559007E-4
8	142.412	16074	0.016074	1.2678327965469263E-4
9	139.148	17262	0.017262	1.3138493064274913E-4
10	135.905	18143	0.018143	1.346959539110214E-4
11	132.739	18372	0.018372	1.355433509988594E-4
12	129.659	18790	0.01879	1.370766209096212E-4
13	126.667	19103	0.019103	1.3821360280377615E-4
14	123.784	18703	0.018703	1.36758911958234E-4
15	121.035	18598	0.018598	1.3637448441699055E-4
