27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.984 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
244879 hits
total efficiency: 0.2449(5)

Strip	CMtheta	hits	Eff	delEff
0	166.166	5417	0.005417	7.360027173862879E-5
1	163.264	7037	0.007037	8.38868285251028E-5
2	160.191	8400	0.0084	9.165151389911679E-5
3	157.021	10347	0.010347	1.0172020448268868E-4
4	153.741	11954	0.011954	1.0933434958877288E-4
5	150.406	13307	0.013307	1.1535597080342223E-4
6	146.976	14932	0.014932	1.2219656296312103E-4
7	143.531	16814	0.016814	1.296688088940436E-4
8	140.094	17919	0.017919	1.3386186910393862E-4
9	136.671	18917	0.018917	1.3753908535394583E-4
10	133.298	19626	0.019626	1.400928263688045E-4
11	130.004	19995	0.019995	1.4140367746278735E-4
12	126.811	20204	0.020204	1.421407752898513E-4
13	123.718	20421	0.020421	1.4290206436577463E-4
14	120.775	20003	0.020003	1.4143196244130956E-4
15	117.943	19586	0.019586	1.3994999106823838E-4
