27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.299 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
230300 hits
total efficiency: 0.2303(5)

Strip	CMtheta	hits	Eff	delEff
0	166.736	5007	0.005007	7.076015828133795E-5
1	163.943	6271	0.006271	7.918964578781749E-5
2	160.998	7873	0.007873	8.872992730753249E-5
3	157.96	9413	0.009413	9.702061636580135E-5
4	154.796	10831	0.010831	1.0407209039891531E-4
5	151.555	12749	0.012749	1.1291146974510606E-4
6	148.259	14109	0.014109	1.1878131166138889E-4
7	144.931	15382	0.015382	1.240241911886548E-4
8	141.61	16826	0.016826	1.2971507237017601E-4
9	138.266	17530	0.01753	1.3240090634130872E-4
10	134.99	18401	0.018401	1.356502856613284E-4
11	131.778	19083	0.019083	1.3814123207789915E-4
12	128.657	19141	0.019141	1.38351002887583E-4
13	125.636	19448	0.019448	1.394560862780825E-4
14	122.722	19360	0.01936	1.391402170474087E-4
15	119.963	18876	0.018876	1.3738995596476475E-4
