27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.327 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
231966 hits
total efficiency: 0.2320(5)

Strip	CMtheta	hits	Eff	delEff
0	166.695	4971	0.004971	7.050531894828929E-5
1	163.888	6472	0.006472	8.044874144447506E-5
2	160.946	7838	0.007838	8.853247991556544E-5
3	157.879	9451	0.009451	9.721625378505387E-5
4	154.717	11171	0.011171	1.0569295151522641E-4
5	151.495	12905	0.012905	1.1360017605620161E-4
6	148.177	13909	0.013909	1.1793642355099632E-4
7	144.837	15427	0.015427	1.2420547491958639E-4
8	141.48	16812	0.016812	1.2966109670984585E-4
9	138.169	17897	0.017897	1.337796696064092E-4
10	134.867	18892	0.018892	1.3744817205041323E-4
11	131.65	19249	0.019249	1.3874076545846215E-4
12	128.517	19157	0.019157	1.3840881474819441E-4
13	125.503	19486	0.019486	1.3959226339593466E-4
14	122.573	19324	0.019324	1.3901079094804115E-4
15	119.798	19005	0.019005	1.3785862323409444E-4
