27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.586 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
238856 hits
total efficiency: 0.2389(5)

Strip	CMtheta	hits	Eff	delEff
0	166.418	5284	0.005284	7.269112738154498E-5
1	163.561	6497	0.006497	8.060397012554653E-5
2	160.521	8353	0.008353	9.139474820797966E-5
3	157.411	9842	0.009842	9.920685460188726E-5
4	154.207	11460	0.01146	1.0705138952858108E-4
5	150.885	13116	0.013116	1.1452510641776327E-4
6	147.531	14585	0.014585	1.207683733433551E-4
7	144.137	16146	0.016146	1.270669115072842E-4
8	140.73	17482	0.017482	1.3221951444472937E-4
9	137.357	18108	0.018108	1.3456596895203483E-4
10	134.02	19109	0.019109	1.3823530663329106E-4
11	130.771	19754	0.019754	1.4054892386638896E-4
12	127.611	19858	0.019858	1.4091841611372163E-4
13	124.55	20105	0.020105	1.4179210133149166E-4
14	121.623	19848	0.019848	1.408829301228506E-4
15	118.804	19309	0.019309	1.3895682782792646E-4
