27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.724 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
242255 hits
total efficiency: 0.2423(5)

Strip	CMtheta	hits	Eff	delEff
0	166.272	5433	0.005433	7.370888684548153E-5
1	163.423	6787	0.006787	8.238325072488946E-5
2	160.4	8452	0.008452	9.193475947648964E-5
3	157.26	9910	0.00991	9.954898291795854E-5
4	153.985	11678	0.011678	1.0806479537758817E-4
5	150.676	13530	0.01353	1.1631852818876277E-4
6	147.309	14872	0.014872	1.2195080975540917E-4
7	143.891	16277	0.016277	1.275813465989445E-4
8	140.461	17655	0.017655	1.328721189715886E-4
9	137.075	18899	0.018899	1.3747363383572866E-4
10	133.726	19458	0.019458	1.3949193525075206E-4
11	130.452	19917	0.019917	1.4112760183606892E-4
12	127.275	20160	0.02016	1.4198591479439078E-4
13	124.19	20106	0.020106	1.417956275771577E-4
14	121.256	19755	0.019755	1.405524813014697E-4
15	118.469	19366	0.019366	1.3916177636118333E-4
