27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.224 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
228367 hits
total efficiency: 0.2284(5)

Strip	CMtheta	hits	Eff	delEff
0	166.862	4934	0.004934	7.024243731534378E-5
1	164.094	6381	0.006381	7.988116173416609E-5
2	161.191	7685	0.007685	8.766413177577246E-5
3	158.169	9390	0.00939	9.690201236300514E-5
4	155.041	10767	0.010767	1.0376415566080611E-4
5	151.831	12300	0.0123	1.1090536506409417E-4
6	148.549	13831	0.013831	1.1760527199067225E-4
7	145.241	15407	0.015407	1.2412493705939994E-4
8	141.94	16439	0.016439	1.2821466374795046E-4
9	138.623	17430	0.01743	1.320227253165151E-4
10	135.365	18317	0.018317	1.3534031180694096E-4
11	132.172	18817	0.018817	1.3717507062145073E-4
12	129.065	19160	0.01916	1.3841965178398622E-4
13	126.056	19350	0.01935	1.3910427743243556E-4
14	123.165	19350	0.01935	1.3910427743243556E-4
15	120.393	18809	0.018809	1.371459077041674E-4
