27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.486 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
236531 hits
total efficiency: 0.2365(5)

Strip	CMtheta	hits	Eff	delEff
0	166.501	5259	0.005259	7.251896303726357E-5
1	163.653	6575	0.006575	8.108637370113428E-5
2	160.68	8206	0.008206	9.058697478114609E-5
3	157.563	9760	0.00976	9.879271228182774E-5
4	154.364	11304	0.011304	1.063202708800161E-4
5	151.095	12940	0.01294	1.1375412080447899E-4
6	147.735	14557	0.014557	1.2065239326262865E-4
7	144.347	15766	0.015766	1.2556273332482053E-4
8	140.979	17130	0.01713	1.3088162590677122E-4
9	137.614	18260	0.01826	1.3512956745287096E-4
10	134.299	18910	0.01891	1.375136356875201E-4
11	131.047	19691	0.019691	1.4032462364104172E-4
12	127.885	19825	0.019825	1.4080127840328724E-4
13	124.84	19735	0.019735	1.404813154835902E-4
14	121.93	19588	0.019588	1.3995713629536723E-4
15	119.13	19025	0.019025	1.3793114224133722E-4
